name,type,capacity_mw,operator,state,osm_id,lng,lat
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1296459712,73.0245539,28.2351422
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1296459713,73.0402992,28.2560038
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1296459714,73.0263497,28.2638167
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1296459716,73.0553565,28.3205085
Chhatargarh Solar PV Project,solar,150.0,NTPC,Rajasthan,way/1296462082,73.1736794,28.6334817
Unnamed Solar Plant,solar,0,Unknown,Tamil Nadu,way/1296736499,77.816123,8.3876579
Unnamed Solar Plant,solar,0,Unknown,Tamil Nadu,way/1296736500,77.8126142,8.3873247
Unnamed Solar Plant,solar,0,Unknown,Andhra Pradesh,way/1302225670,82.8915956,17.7936864
Unnamed Unknown Plant,unknown,0,Unknown,Madhya Pradesh,way/1303235256,78.1166029,21.9193794
Unnamed Solar Plant,solar,0,Unknown,Delhi,way/1304050002,77.071364,28.7248618
Unnamed Solar Plant,solar,0,Unknown,Delhi,way/1304086012,77.2765497,28.6113176
Unnamed Solar Plant,solar,0,Unknown,Delhi,way/1304242420,77.1383618,28.7212426
Unnamed Solar Plant,solar,0,Unknown,Delhi,way/1304242421,77.13896,28.7215101
Unnamed Solar Plant,solar,0,Unknown,Delhi,way/1304242422,77.1382553,28.7222389
Unnamed Solar Plant,solar,0,Unknown,Delhi,way/1304242423,77.1379126,28.722765
Unnamed Solar Plant,solar,0,Unknown,Delhi,way/1304242424,77.1375934,28.7232614
Unnamed Solar Plant,solar,0,Unknown,Delhi,way/1304242425,77.1372635,28.7237953
Unnamed Solar Plant,solar,0,Unknown,Delhi,way/1304242426,77.1369524,28.7243197
Unnamed Solar Plant,solar,0,Unknown,Delhi,way/1304242427,77.1364803,28.7251077
Unnamed Solar Plant,solar,0,Unknown,Delhi,way/1304242428,77.136145,28.7256229
Unnamed Solar Plant,solar,0,Unknown,Delhi,way/1304242429,77.1358178,28.7261239
Unnamed Solar Plant,solar,0,Unknown,Delhi,way/1304242430,77.135504,28.7266696
Unnamed Solar Plant,solar,0,Unknown,Delhi,way/1304242431,77.1352063,28.7271424
Unnamed Coal Plant,coal,0,Unknown,Andhra Pradesh,way/1304702343,79.9127615,16.8069726
Unnamed Solar Plant,solar,0,Unknown,Karnataka,way/1308400249,75.2055306,16.0329689
Waste Management Plant (Nagarukhra),biomass,0,Govt of WB,West Bengal,way/1308940455,88.6410848,22.9458389
Dumbur Hydroelectric Power Station,hydro,0,Unknown,Tripura,way/1311032672,91.802476,23.4228932
Unnamed Solar Plant,solar,0,Unknown,Gujarat,way/1312982976,68.9987706,22.4159213
Unnamed Solar Plant,solar,0,Unknown,Gujarat,way/1313829217,69.2703655,22.0676915
Unnamed Hydro Plant,hydro,0,Unknown,Himachal Pradesh,way/1314717272,78.4387399,31.5776562
Unnamed Solar Plant,solar,0,Unknown,Jammu and Kashmir,way/1318203266,74.3478285,33.3945939
Unnamed Solar Plant,solar,0,Unknown,Uttaranchal,way/1324693897,77.9957969,30.5671792
Unnamed Solar Plant,solar,0,Unknown,Andhra Pradesh,way/1329170689,83.237307,17.7147644
Unnamed Solar Plant,solar,0,Unknown,Andhra Pradesh,way/1329185733,83.1621023,17.6287951
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1329493978,71.428602,26.5676791
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1329493983,71.3983896,26.6523323
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1329493986,71.3877227,26.6396927
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1329493987,71.3689644,26.6405973
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1329493990,71.3540581,26.6310923
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1329493991,71.367665,26.6184786
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1329493992,71.3799226,26.6151368
Unnamed Hydro Plant,hydro,0,Unknown,Mizoram,way/1329557967,93.0388894,23.0562709
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1329604148,71.1060597,26.2985239
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1329604149,71.0829176,26.335172
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1329604150,71.0683116,26.3206527
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1329604151,71.0592243,26.3309126
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1329604152,71.0577893,26.3397662
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1329604153,71.0352118,26.3231429
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1329604154,70.9807308,26.3090566
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1329604168,71.0288537,26.3403932
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1329604169,71.0252072,26.3343274
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1329604170,71.0300123,26.3347324
Subansiri Lower Hydroelectric Plant,hydro,2000.0,Unknown,Assam,way/1330761817,94.2570316,27.5475469
Agri Photovoltaic,solar,0.068,Unknown,Jammu and Kashmir,way/1331327317,77.4626818,34.1674527
Unnamed Solar Plant,solar,0,Unknown,West Bengal,way/1332455389,87.3130609,22.5305373
Unnamed Hydro Plant,hydro,0,Unknown,Maharashtra,way/1332941504,74.1588361,15.810304
Unnamed Unknown Plant,unknown,0,Unknown,Gujarat,way/1333561675,69.8569452,22.3289612
Unnamed Hydro Plant,hydro,0.3,Unknown,Punjab,way/1335026374,75.4364263,30.1169266
NTPC Khavda,solar,397.7,NTPC,Gujarat,way/1336628395,69.5035028,24.1385505
Unnamed Solar Plant,solar,0,Unknown,Gujarat,way/1336635119,71.2072649,23.8925999
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1341242198,71.5894876,26.5626042
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1341242199,71.5812198,26.562657
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1341242200,71.6083476,26.5448755
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1341242201,71.598467,26.5378208
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1341242202,71.5910272,26.5328515
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1341242203,71.3992499,26.7144505
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1341242206,71.3758403,26.7711169
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1341242207,71.3810411,26.8048761
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1341242208,71.3724299,26.7998725
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1341242209,71.3760683,26.8083755
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1341242210,71.3702976,26.7825043
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1341242211,71.3837602,26.7880094
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1341242212,71.3657498,26.7756836
Unnamed Unknown Plant,unknown,0,Unknown,Gujarat,way/1342223227,68.9734394,22.2389473
Unnamed Biomass Plant,biomass,0,Unknown,Gujarat,way/1343832220,68.9716649,22.2397714
Unnamed Solar Plant,solar,0,Unknown,Andhra Pradesh,way/1344881419,80.1929113,16.1492976
Unnamed Solar Plant,solar,0,Unknown,Unknown,way/1347741307,79.8245023,11.8829673
Unnamed Solar Plant,solar,0,Unknown,Karnataka,way/1347969532,76.3262692,14.8824894
Unnamed Solar Plant,solar,0,Unknown,Karnataka,way/1347969533,76.3183342,14.8788489
Unnamed Solar Plant,solar,20.0,Unknown,Karnataka,way/1347971627,77.1520982,17.8023465
Unnamed Solar Plant,solar,0,Unknown,Tamil Nadu,way/1348009026,79.4455074,12.7809516
Unnamed Solar Plant,solar,0,Unknown,Chhattisgarh,way/1348064308,83.006957,23.3757127
Unnamed Solar Plant,solar,0,Unknown,Gujarat,way/1349160653,71.127107,21.9009353
Unnamed Solar Plant,solar,0,Unknown,Gujarat,way/1349160659,71.067338,21.8999436
Unnamed Solar Plant,solar,0,Unknown,Gujarat,way/1349164570,71.9112374,21.1952905
Unnamed Solar Plant,solar,0,Unknown,Gujarat,way/1349164574,71.9102678,21.2033452
Unnamed Solar Plant,solar,0,Unknown,Gujarat,way/1349183413,71.9388212,21.1727606
Unnamed Solar Plant,solar,0,Unknown,Gujarat,way/1349183423,71.948563,21.1803638
Unnamed Solar Plant,solar,0,Unknown,Gujarat,way/1349183428,71.9395669,21.1876654
Unnamed Solar Plant,solar,0,Unknown,Gujarat,way/1349205273,71.7978242,21.6589338
Unnamed Solar Plant,solar,0,Unknown,Gujarat,way/1349205276,71.8310501,21.6579231
Unnamed Solar Plant,solar,0,Unknown,Gujarat,way/1349207698,71.2579438,21.7512814
Unnamed Solar Plant,solar,10.0,Unknown,Gujarat,way/1349229601,71.9252828,23.9031486
Unnamed Solar Plant,solar,10.0,Unknown,Gujarat,way/1349229604,71.9338819,23.9072241
Unnamed Solar Plant,solar,0,Unknown,Gujarat,way/1349229608,72.057513,23.8525985
Unnamed Solar Plant,solar,10.0,Unknown,Gujarat,way/1349229979,71.9425026,23.9027269
RMTL Harij,solar,15.0,Unknown,Gujarat,way/1349231571,72.0026538,23.6697801
Unnamed Solar Plant,solar,0,Unknown,Maharashtra,way/1349273310,74.4251847,21.0465803
Unnamed Solar Plant,solar,0,Unknown,Maharashtra,way/1349273311,74.4232924,21.0540298
Chhirbel,solar,50.0,Unknown,Madhya Pradesh,way/1349771780,76.2137514,22.2176369
Chhirbel,solar,50.0,Unknown,Madhya Pradesh,way/1349771781,76.218338,22.1876231
Badanpur,solar,50.0,Unknown,Uttar Pradesh,way/1349776603,78.4799928,25.4106655
Unnamed Solar Plant,solar,0,Unknown,Uttar Pradesh,way/1349785071,79.8363992,28.2026412
Unnamed Hydro Plant,hydro,0,Unknown,Assam,way/1350733650,90.3687384,26.5911499
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1356508050,73.087266,24.8304262
Mlinda (MSEPL) Patratoli Solar Plant 32.5kWp,solar,0.035,Unknown,Jharkhand,way/1356649246,84.4503869,22.9528278
Unnamed Solar Plant,solar,0,Unknown,Karnataka,way/1357939408,77.5300615,17.9098719
South Bihar Power Distribution Company Ltd.,unknown,0,Unknown,Bihar,way/1360315525,84.3675042,24.7609335
"PTCUL KOTHIYALSAIN ,CHAMOLI",unknown,0,Unknown,Uttaranchal,way/1360684891,79.3136088,30.3937988
anvvl power house,unknown,0,Unknown,Rajasthan,way/1360687070,73.7267371,24.571363
Unnamed Solar Plant,solar,0,Unknown,Uttar Pradesh,way/1361168203,82.9966349,25.2990348
Unnamed Solar Plant,solar,0,Unknown,Uttar Pradesh,way/1361168204,82.9959855,25.2995184
Unnamed Solar Plant,solar,0,Unknown,Gujarat,way/1361853993,72.5816294,23.8734882
Unnamed Solar Plant,solar,0,Unknown,Gujarat,way/1362637266,72.2136021,24.0167728
Unnamed Solar Plant,solar,0,Unknown,Kerala,way/1363082222,76.3401514,10.0339724
Unnamed Solar Plant,solar,0,Unknown,Kerala,way/1363082223,76.3408835,10.0337549
Unnamed Solar Plant,solar,0,Unknown,Kerala,way/1363082224,76.3404094,10.0347925
Unnamed Solar Plant,solar,0,Unknown,Kerala,way/1363082226,76.340785,10.0350564
Unnamed Solar Plant,solar,0,Unknown,Kerala,way/1363082227,76.3410147,10.0350196
Unnamed Solar Plant,solar,0,Unknown,Kerala,way/1363082254,76.3364261,10.0320044
Unnamed Solar Plant,solar,0,Unknown,Uttar Pradesh,way/1363346042,82.987373,25.3387441
Unnamed Solar Plant,solar,0,Unknown,Kerala,way/1363517533,76.3424988,10.0312985
Unnamed Solar Plant,solar,0,Unknown,Kerala,way/1363517542,76.3425931,10.0309173
Unnamed Solar Plant,solar,0,Unknown,Kerala,way/1363517545,76.343038,10.0309751
Unnamed Solar Plant,solar,0,Unknown,Kerala,way/1363520470,76.3156309,10.0531377
Unnamed Solar Plant,solar,0,Unknown,Kerala,way/1363520471,76.3149644,10.0526309
Avaada Solar power plant,solar,100.0,Avaada,Maharashtra,way/1363997224,75.6960473,18.1150379
Unnamed Solar Plant,solar,0,Unknown,Goa,way/1364438554,73.8766381,15.4728566
Unnamed Solar Plant,solar,0,Unknown,Andhra Pradesh,way/1367384234,83.0844661,17.6529937
Unnamed Solar Plant,solar,0,Unknown,Andhra Pradesh,way/1367384249,83.1007287,17.6597523
Unnamed Solar Plant,solar,0,Unknown,Andhra Pradesh,way/1367384262,83.0734759,17.6655611
Unnamed Solar Plant,solar,0,Unknown,Uttar Pradesh,way/1369180982,82.8737036,25.4213182
Unnamed Solar Plant,solar,0,Unknown,Uttar Pradesh,way/1369181021,82.8769915,25.4190329
Unnamed Hydro Plant,hydro,0,Unknown,Himachal Pradesh,way/1374540228,76.8447036,32.042068
Unnamed Solar Plant,solar,0,Unknown,Andhra Pradesh,way/1374541258,77.9299092,15.2155136
Unnamed Solar Plant,solar,0,Unknown,Andhra Pradesh,way/1374541259,77.9266289,15.2177473
Unnamed Solar Plant,solar,0,Unknown,Andhra Pradesh,way/1374541260,77.925662,15.2216048
Prayagraj RNG Private Limited,biomass,0,Unknown,Uttar Pradesh,way/1375191884,81.8688317,25.4209228
Teesta V,hydro,510.0,Unknown,Sikkim,way/1375582903,88.4591487,27.2514344
Dikchu Hydroelectric Power Plant,hydro,96.0,Unknown,Sikkim,way/1375584447,88.5272782,27.4012313
Unnamed Hydro Plant,hydro,0,Unknown,Sikkim,way/1375587192,88.2332303,27.3400494
Tashiding Hydroelectric Project,hydro,97.0,Unknown,Sikkim,way/1375587193,88.2804988,27.3125001
Teesta Stage III Hydropower Project,hydro,1200.0,Unknown,Sikkim,way/1375591114,88.5507086,27.5221982
Unnamed Solar Plant,solar,0,Unknown,Goa,way/1379870549,74.0391719,15.5537073
Unnamed Solar Plant,solar,0,Unknown,Tamil Nadu,way/1384361544,78.1773266,8.7491341
Unnamed Solar Plant,solar,0,Unknown,Gujarat,way/1388077029,72.003673,23.84098
Unnamed Solar Plant,solar,50.0,Unknown,Uttar Pradesh,way/1388308854,78.4371967,25.2028125
Unnamed Solar Plant,solar,0,Unknown,Madhya Pradesh,way/1388421017,77.6934967,24.0036407
Unnamed Solar Plant,solar,0,Rays Power Infra,Karnataka,way/1388521533,76.1869602,15.8412112
Unnamed Solar Plant,solar,0,Unknown,Andhra Pradesh,way/1389865730,78.4637352,15.6862676
Unnamed Solar Plant,solar,0,Unknown,Andhra Pradesh,way/1389975004,78.2828947,17.5231259
Power Station,unknown,4620,Adani Power,Andhra Pradesh,way/1390493843,80.4388604,16.3339782
Unnamed Hydro Plant,hydro,0,Unknown,Punjab,way/1390629810,75.9073292,30.7860765
Power staition,unknown,0,Unknown,Andhra Pradesh,way/1390877208,80.4376881,16.3286809
Canal Solar Power Project,solar,0,Unknown,Gujarat,way/1392906565,72.3012111,23.0813721
Unnamed Solar Plant,solar,0,Unknown,Tamil Nadu,way/1396507050,79.0266458,11.042386
Unnamed Solar Plant,solar,0,Unknown,Maharashtra,way/1410835970,75.9859335,17.5543281
Unnamed Solar Plant,solar,0,Unknown,Maharashtra,way/1410835971,75.9876763,17.5543091
Unnamed Solar Plant,solar,0,Unknown,Maharashtra,way/1410835972,75.9862092,17.5534425
Unnamed Solar Plant,solar,0,Unknown,Maharashtra,way/1410835973,75.9872367,17.5533373
Unnamed Solar Plant,solar,0,Unknown,Maharashtra,way/1410835974,75.9879676,17.553336
Unnamed Solar Plant,solar,0,Unknown,Maharashtra,way/1410835975,75.9879562,17.5524353
Unnamed Solar Plant,solar,0,Unknown,Maharashtra,way/1410835976,75.9870794,17.5520644
Unnamed Solar Plant,solar,0,Unknown,Maharashtra,way/1410835977,75.9888704,17.5530941
Unnamed Solar Plant,solar,0,Unknown,Maharashtra,way/1410835978,75.989398,17.5530887
Unnamed Solar Plant,solar,0,Unknown,Maharashtra,way/1410835979,75.9893703,17.5504005
Unnamed Solar Plant,solar,0,Unknown,Maharashtra,way/1410835980,75.9888483,17.5504026
Unnamed Solar Plant,solar,0,Unknown,Karnataka,way/1411203630,76.7563301,15.5532286
Unnamed Solar Plant,solar,0,Unknown,Madhya Pradesh,way/1412678526,77.3486651,23.2892797
Unnamed Solar Plant,solar,0,Unknown,Uttar Pradesh,way/1415170718,78.7891361,28.0404548
Unnamed Solar Plant,solar,0,Unknown,Uttar Pradesh,way/1415170719,78.7919209,28.0383257
Dhuvaran Phase 2,solar,75.0,Unknown,Gujarat,way/1415637905,72.7383636,22.2471264
Unnamed Hydro Plant,hydro,0,Unknown,Mizoram,way/1416058769,92.785139,22.9203323
Devasamudra,solar,10.0,Unknown,Karnataka,way/1416253789,76.8115219,14.8691664
Unnamed Solar Plant,solar,0,Unknown,Gujarat,way/1416471672,71.6804226,23.4097223
Unnamed Solar Plant,solar,0,Unknown,Gujarat,way/1416471735,71.6730156,23.4097284
Unnamed Solar Plant,solar,0,Unknown,Goa,way/1418362461,73.8232031,15.3726918
"Power House, Kaithwara",unknown,0,Unknown,Rajasthan,way/1421110326,77.1308758,27.5905727
Unnamed Solar Plant,solar,0,Unknown,Uttar Pradesh,way/1421530355,77.3556912,28.7037666
Unnamed Solar Plant,solar,0,Unknown,Andhra Pradesh,way/1421758068,83.578349,18.1091603
MSEB,unknown,0,Unknown,Maharashtra,way/1421786871,74.1952969,16.8680272
Unnamed Solar Plant,solar,0,Unknown,Maharashtra,way/1423367105,74.5121367,18.8135885
Unnamed Unknown Plant,unknown,0,Unknown,Andhra Pradesh,way/1427817119,78.6598731,18.5190571
Unnamed Solar Plant,solar,0,Unknown,Maharashtra,way/1429885113,75.811041,17.7564786
Unnamed Solar Plant,solar,0,Unknown,Maharashtra,way/1429885114,75.8114728,17.7561932
Unnamed Solar Plant,solar,0,Unknown,Maharashtra,way/1429885115,75.8109716,17.7560707
Lachragarh Solar Mini Grid (Mlinda),solar,0.035,Unknown,Jharkhand,way/1430811506,84.8625222,22.635916
Lasia Solar Mini Grid (Mlinda),solar,0.035,Unknown,Jharkhand,way/1430815877,84.7944038,22.7652857
Palkot Solar Mini Grid (Mlinda),solar,0.035,Unknown,Jharkhand,way/1430818923,84.6418919,22.8653256
Kotam Solar Mini Grid (Mlinda),solar,0.035,Pankaj,Jharkhand,way/1430820760,84.4741336,23.1753578
Kisko Solar Mini Grid (Mlinda),solar,0.035,Azhar,Jharkhand,way/1430821666,84.6628832,23.5116686
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1431799822,70.9432268,27.6968472
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1431799846,73.8453046,29.4054321
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1431799848,73.8873106,29.9375688
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1431799854,73.5984287,29.8027507
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1431803943,73.858206,29.3752848
Unnamed Hydro Plant,hydro,0,Unknown,Tamil Nadu,way/1431930232,77.3568821,8.5224947
Unnamed Solar Plant,solar,0,Unknown,Tamil Nadu,way/1431966128,80.003645,12.9404783
Unnamed Solar Plant,solar,0,Unknown,Tamil Nadu,way/1431966129,80.0020444,12.9384007
Unnamed Solar Plant,solar,0,Unknown,Tamil Nadu,way/1431998760,77.8517309,10.9011711
Unnamed Solar Plant,solar,0,Unknown,Tamil Nadu,way/1431998761,78.43454,11.1319211
Unnamed Solar Plant,solar,0,Unknown,Tamil Nadu,way/1431998762,78.4361574,11.1353371
Unnamed Solar Plant,solar,0,Unknown,Tamil Nadu,way/1431998764,77.7673325,11.0542717
Unnamed Solar Plant,solar,0,Unknown,Tamil Nadu,way/1431998765,77.7674612,11.0549588
Unnamed Solar Plant,solar,0,Unknown,Tamil Nadu,way/1431998769,77.1909177,11.1323079
Unnamed Solar Plant,solar,0,Unknown,Tamil Nadu,way/1431998770,77.1896651,11.1323106
Unnamed Solar Plant,solar,0,Unknown,Tamil Nadu,way/1431998771,77.4739149,11.2535006
Unnamed Solar Plant,solar,0,Unknown,Tamil Nadu,way/1431998774,77.768754,12.6750217
Unnamed Solar Plant,solar,0,Unknown,Tamil Nadu,way/1431998775,77.7669918,12.671837
Unnamed Solar Plant,solar,0,Unknown,Tamil Nadu,way/1431998776,77.7651545,12.6726012
Unnamed Solar Plant,solar,0,Unknown,Tamil Nadu,way/1432129271,78.0360281,8.8518177
Unnamed Solar Plant,solar,0,Unknown,Tamil Nadu,way/1432129272,78.0331635,8.8373018
Unnamed Solar Plant,solar,0,Unknown,Tamil Nadu,way/1432129273,78.0722809,9.0308414
Unnamed Solar Plant,solar,0,Unknown,Tamil Nadu,way/1432129275,78.088932,9.0297235
Unnamed Solar Plant,solar,0,Unknown,Tamil Nadu,way/1432129279,78.0019372,9.0239541
Unnamed Solar Plant,solar,0,Unknown,Tamil Nadu,way/1432129280,77.9873085,9.0202825
Unnamed Solar Plant,solar,0,Unknown,Tamil Nadu,way/1432129281,77.9768667,9.044854
Unnamed Solar Plant,solar,0,Unknown,Tamil Nadu,way/1432129284,77.9701531,9.0609165
Unnamed Solar Plant,solar,0,Unknown,Tamil Nadu,way/1432129285,77.9181344,9.1456873
Unnamed Solar Plant,solar,0,Unknown,Tamil Nadu,way/1432129286,77.9184414,9.1488716
Unnamed Solar Plant,solar,0,Unknown,Tamil Nadu,way/1432129287,77.7895385,9.6347054
Unnamed Solar Plant,solar,0,Unknown,Tamil Nadu,way/1432129288,77.7878514,9.6335313
Unnamed Solar Plant,solar,0,Unknown,Tamil Nadu,way/1432135179,78.0536824,8.9136484
Unnamed Solar Plant,solar,0,Unknown,Tamil Nadu,way/1432135180,78.0481168,8.9055558
Unnamed Solar Plant,solar,0,Unknown,Kerala,way/1433252264,76.7251012,10.7891527
Unnamed Solar Plant,solar,0,Unknown,Maharashtra,way/1434296937,75.7843876,17.7316854
Unnamed Solar Plant,solar,0,Unknown,Jammu and Kashmir,way/1434614226,78.1553569,34.0536594
Unnamed Solar Plant,solar,0,Unknown,Jammu and Kashmir,way/1434614227,78.1141206,34.1044648
Unnamed Hydro Plant,hydro,0,Unknown,Arunachal Pradesh,way/1434973625,93.805118,27.2120562
Unnamed Solar Plant,solar,0,Unknown,Tamil Nadu,way/1442917861,78.0272977,8.7278604
Unnamed Solar Plant,solar,0,Unknown,Orissa,way/1444482940,83.0869925,19.1675584
solar power plant,solar,0,Unknown,Andhra Pradesh,way/1445675678,77.4850633,15.6666514
Unnamed Solar Plant,solar,0,Unknown,Andhra Pradesh,way/1445749836,78.1690236,16.7688947
Unnamed Unknown Plant,unknown,0,Unknown,Himachal Pradesh,way/1446718599,77.8390304,31.4630767
Unnamed Solar Plant,solar,0,Unknown,Tamil Nadu,way/1447031569,77.9579718,11.289233
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1447038568,73.3187118,28.1910237
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1447038569,73.3108636,28.1879264
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/1447038570,73.3303633,28.1908503
Unnamed Solar Plant,solar,0,Unknown,Chhattisgarh,way/1447373240,80.8324402,21.0386547
Unnamed Solar Plant,solar,0,Unknown,Chhattisgarh,way/1447373241,80.8301604,21.0511511
Unnamed Solar Plant,solar,0,Unknown,Mizoram,way/1447720099,92.8489003,23.5955658
Unnamed Solar Plant,solar,0,Unknown,Assam,way/1447786603,93.0358931,24.8168482
Unnamed Solar Plant,solar,0,Unknown,Kerala,way/1447962304,74.9120928,12.7172018
Vishnuprayag hydro power plant,hydro,400.0,Jaiprakash Power Ventures Limited,Uttaranchal,way/1447993404,79.5456773,30.5670925
Unnamed Solar Plant,solar,0,Unknown,Kerala,way/1448449810,74.9119855,12.7191235
Unnamed Solar Plant,solar,0,Unknown,Kerala,way/1448459771,76.323651,9.9600576
Unnamed Solar Plant,solar,0,Unknown,Kerala,way/1448459821,76.322059,10.8871826
Unnamed Solar Plant,solar,0,Unknown,Kerala,way/1448459830,76.0457915,10.8955005
Unnamed Solar Plant,solar,0,Unknown,Kerala,way/1448459839,76.64944,11.1018637
Unnamed Solar Plant,solar,0,Unknown,Kerala,way/1448572418,76.3621688,9.9689127
Unnamed Solar Plant,solar,0,Unknown,Andhra Pradesh,way/1451119482,83.6768387,18.1822125
Unnamed Solar Plant,solar,0,Unknown,Maharashtra,way/1451357493,78.9640081,20.9200149
Unnamed Solar Plant,solar,0,Unknown,West Bengal,way/1451369720,88.3689943,22.8088418
Unnamed Solar Plant,solar,0,Unknown,West Bengal,way/1451369721,88.3686966,22.807477
Unnamed Solar Plant,solar,0,Unknown,Assam,way/1452606751,91.5353528,26.1195984
Unnamed Solar Plant,solar,0,Unknown,Assam,way/1452606752,91.5374288,26.1127418
Unnamed Solar Plant,solar,0,Unknown,Assam,way/1452606753,91.5411625,26.1148251
Unnamed Solar Plant,solar,0,Unknown,Assam,way/1452606754,91.5376461,26.1158366
Unnamed Solar Plant,solar,0,Unknown,Kerala,way/1453486901,76.349048,9.9558289
Unnamed Solar Plant,solar,0,Unknown,Kerala,way/1453486902,76.3488227,9.956449
Unnamed Solar Plant,solar,0,Unknown,Kerala,way/1453486903,76.347207,9.9578226
Unnamed Solar Plant,solar,0,Unknown,Kerala,way/1453486904,76.3476321,9.9578057
Unnamed Solar Plant,solar,0,Unknown,Chhattisgarh,way/1453652967,81.6448483,21.917973
Unnamed Solar Plant,solar,0,Unknown,Gujarat,way/1453652969,72.1390681,23.5517872
Unnamed Solar Plant,solar,0,Unknown,Uttar Pradesh,way/1453652970,77.6320927,29.2111002
Unnamed Solar Plant,solar,0,Unknown,Tamil Nadu,way/1453652971,77.9069722,8.5813504
Floating Solar Power,solar,50.0,Apollo Green Energy,Kerala,way/1454816504,76.6155759,9.0138213
Hathiari Power Station,hydro,0.00012,Unknown,Uttaranchal,way/1454937716,77.8854099,30.5244403
Naitwar Mori Hydro Power Station,hydro,0,SJVN,Uttaranchal,way/1455212866,78.0975044,31.0630221
Unnamed Unknown Plant,unknown,0,Unknown,Himachal Pradesh,way/1455770043,76.4831169,32.3653299
Saptadara Avantika Power Project,hydro,0,Unknown,Orissa,way/1456321386,82.3195638,18.6136738
Unnamed Unknown Plant,unknown,0,Unknown,West Bengal,way/1457115536,87.3887198,23.7907297
Unnamed Unknown Plant,unknown,0,Unknown,Gujarat,way/1457556738,72.3227513,23.3394065
Unnamed Solar Plant,solar,0,Unknown,Karnataka,way/1457696785,77.6663487,12.8637829
Unnamed Solar Plant,solar,0,Unknown,Karnataka,way/1457696786,77.6630831,12.8681523
Unnamed Solar Plant,solar,0,Unknown,Karnataka,way/1457696787,77.6629382,12.8664278
Unnamed Solar Plant,solar,0,Unknown,Karnataka,way/1457769235,77.0461858,13.5044223
Unnamed Solar Plant,solar,0,Unknown,Karnataka,way/1457769236,77.0297437,13.5068581
Unnamed Solar Plant,solar,0,Unknown,Karnataka,way/1457769237,78.0005559,13.3408755
Unnamed Solar Plant,solar,0,Unknown,Karnataka,way/1457769238,77.8621218,13.7663136
Unnamed Solar Plant,solar,0,Unknown,Andhra Pradesh,way/1457769239,77.4587283,13.8397962
Unnamed Solar Plant,solar,0,Unknown,Karnataka,way/1457769241,77.8815154,13.5661951
Unnamed Solar Plant,solar,0,Unknown,Karnataka,way/1457769242,77.6335064,13.4548824
Unnamed Solar Plant,solar,0,Unknown,Karnataka,way/1457769245,76.5768018,14.4261861
Unnamed Solar Plant,solar,0,Unknown,Karnataka,way/1457769246,76.5847653,14.4113869
Unnamed Solar Plant,solar,0,Unknown,Karnataka,way/1457769247,76.538127,14.3238677
