country,country_long,name,gppd_idnr,capacity_mw,latitude,longitude,primary_fuel,other_fuel1,other_fuel2,other_fuel3,commissioning_year,owner,source,url,geolocation_source,wepp_id,year_of_capacity_data,generation_gwh_2013,generation_gwh_2014,generation_gwh_2015,generation_gwh_2016,generation_gwh_2017,generation_gwh_2018,generation_gwh_2019,generation_data_source,estimated_generation_gwh_2013,estimated_generation_gwh_2014,estimated_generation_gwh_2015,estimated_generation_gwh_2016,estimated_generation_gwh_2017,estimated_generation_note_2013,estimated_generation_note_2014,estimated_generation_note_2015,estimated_generation_note_2016,estimated_generation_note_2017
IND,India,SAGARDIGHI TPP,IND0000385,1600.0,24.3696,88.1046,Coal,Oil,,,2012,,Central Electricity Authority,http://www.cea.nic.in/,WRI,1052676,2019,,3628.781,2350.934,4222.614,5717.741,5487.276,,Central Electricity Authority,,,,,8428.73,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
IND,India,SAHAKAR SHIROMANI,WRI1019980,18.0,17.7080,75.1361,Biomass,,,,,Sahakar Shiromani vasantrao,Sahakar Shiromani vasantrao,http://www.sitsonindia.com/pdf/EPC%20power%20projects.pdf,WRI,1109853,,,,,,,,,,,,,,,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION
IND,India,SALAL I & II,IND0000386,690.0,33.1420,74.8097,Hydro,,,,1990,,Central Electricity Authority,http://www.cea.nic.in/,WRI,1023413,2019,,3474.1221,3573.4032,3405.9745500000004,3230.85455,3395.48725,,Central Electricity Authority,2863.74,2716.21,2863.74,2648.79,2946.78,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
IND,India,SALAYA TPP,IND0000387,1200.0,22.3049,69.7101,Coal,Oil,,,2012,,Central Electricity Authority,http://www.cea.nic.in/,WRI,1071160,2019,,6224.0,4912.0,4889.0,2514.0,0.0,,Central Electricity Authority,,,,,6321.54,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
IND,India,SALORA,IND0000388,135.0,22.4900,82.6062,Coal,Oil,,,2014,,Central Electricity Authority,http://www.cea.nic.in/,WRI,1081843,2019,,124.7792,0.0,0.0,0.0,0.0,,Central Electricity Authority,,,,,711.17,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
IND,India,SAMALPATTI DG,IND0000389,105.7,12.2995,78.4038,Oil,,,,2001,,Central Electricity Authority,http://www.cea.nic.in/,WRI,1045793,2019,,223.650436183,37.56064325,0.0,,0.0,,Central Electricity Authority,,,,,524.11,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
IND,India,SAMAYANALLUR DG,IND0000390,106.0,9.9751,78.0445,Oil,,,,2001,,Central Electricity Authority,http://www.cea.nic.in/,WRI,1041557,2019,,243.634,39.954,11.308044,,0.0,,Central Electricity Authority,,,,,525.60,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
IND,India,SAMEERWADI MILL,WRI1019932,24.0,16.3918,75.0411,Biomass,,,,,Godavari Mills ltd,Godavari Mills ltd,http://www.somaiya.com/,WRI,1058049,,,,,,,,,,,,,,,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION
IND,India,SANGLI KRANTI,WRI1019981,19.7,17.1354,74.4272,Biomass,,,,,Kranti Ssk ltd,Kranti Ssk ltd,http://food.industry-focus.net/sugar/379-kranti-ssk-to-expand-its-sugar-mill-in-kundal-village-kranti-ssk-to-expand-its-sugar-mill-in-kundal-village.html,WRI,1076234,,,,,,,,,,,,,,,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION
IND,India,SANGLI MIRAJ BIOMASS,WRI1019982,10.0,16.9171,74.4821,Biomass,,,,,Sinewave Pvt ltd,Sinewave Pvt ltd,https://cdm.unfccc.int/Projects/redirector?ref=4063,WRI,1109690,,,,,,,,,,,,,,,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION
IND,India,SANGLI VASANTDADA,WRI1019983,12.5,16.8810,74.5898,Biomass,,,,,Vasantdada Ssk ltd,Vasantdada Ssk ltd,http://viainfotech.biz/Biomass/theme5/document/green_market/REC-project-list.pdf,WRI,1053028,,,,,,,,,,,,,,,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION
IND,India,SANJAY BHABA,IND0000391,120.0,31.2642,78.4835,Hydro,,,,1989,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2019,,542.36455,0.0,186.463,490.92305,586.4729,,Central Electricity Authority,392.46,320.24,392.46,275.74,295.03,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
IND,India,SANJAY GANDHI,IND0000392,1340.0,23.3026,81.0668,Coal,Oil,,,2000,,Central Electricity Authority,http://www.cea.nic.in/,WRI,1022149,2019,,6229.793,6483.941,6316.03,6877.859,7972.703,,Central Electricity Authority,,,,,7059.06,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
IND,India,SANKESHWAR MILL,WRI1019933,26.0,16.2478,74.5003,Biomass,,,,,Shri Hiranyakeshi ssk,Shri Hiranyakeshi ssk,http://www.belgaum.nic.in/english/Heerasugarfactory.html,WRI,1095574,,,,,,,,,,,,,,,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION
IND,India,SANTALDIH,IND0000393,500.0,23.6013,86.4666,Coal,Oil,,,2009,,Central Electricity Authority,http://www.cea.nic.in/,WRI,1033300,2019,,3125.74,3378.12,3364.42,2693.417,3245.672,,Central Electricity Authority,,,,,2633.97,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
IND,India,SARKARPATHY,IND0000394,30.0,10.4558,76.8302,Hydro,,,,1966,,Central Electricity Authority,http://www.cea.nic.in/,WRI,1030948,2019,,133.5688,78.8836,62.973549999999996,85.03269999999999,129.00175000000002,,Central Electricity Authority,110.77,90.30,110.77,76.00,83.72,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
IND,India,SASAN UMPP,IND0000395,3960.0,23.9784,82.6275,Coal,Oil,,,2013,,Central Electricity Authority,http://www.cea.nic.in/,WRI,1065091,2019,,15069.0,29342.0,27671.0,29909.0,30905.0,,Central Electricity Authority,,,,,20861.11,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
IND,India,SATNA CEMENT PLANT,WRI1020009,29.0,24.5959,80.8580,Coal,,,,,Birla Corp ltd,Birla Corp ltd,http://www.birlacorporation.com/,WRI,1058069,,,,,,,,,,,,,,152.77,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
IND,India,SATPURA,IND0000396,1330.0,22.1100,78.1730,Coal,Oil,,,1993,,Central Electricity Authority,http://www.cea.nic.in/,WRI,1022150,2019,,5532.937,4959.34,3260.348,4524.357,6757.733,,Central Electricity Authority,,,,,7006.38,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
IND,India,SBT SUGAR,WRI1019984,16.0,19.6125,74.1924,Biomass,,,,,Sahakarmaharshi Bhausaheb thor,Sahakarmaharshi Bhausaheb thor,http://www.thoratsugar.com/,WRI,1109856,,,,,,,,,,,,,,,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION
IND,India,SEIONI TPP,IND0000397,600.0,22.7355,79.9123,Coal,Oil,,,2016,,Central Electricity Authority,http://www.cea.nic.in/,WRI,1108290,2019,,,3.7026,291.01875,1552.43,2342.564,,Central Electricity Authority,,,,,3160.77,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
IND,India,SEMBCORP GAYATRI,IND0000524,1320.0,14.3510,80.1443,Coal,Oil,,,2016,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2019,,,,8470.57,8470.1,9064.815474723968,,Central Electricity Authority,,,,,6953.70,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
IND,India,SENGULAM,IND0000398,48.0,9.9760,77.0309,Hydro,,,,1977,,Central Electricity Authority,http://www.cea.nic.in/,WRI,1020783,2019,,150.61315,160.18505000000002,115.0817,144.18545,122.3651,,Central Electricity Authority,211.26,163.09,200.92,130.90,148.37,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
IND,India,SERVALAR,IND0000399,20.0,8.6895,77.3048,Hydro,,,,1986,,Central Electricity Authority,http://www.cea.nic.in/,WRI,1030950,2019,,,,,,,,,76.22,62.57,76.22,52.78,58.18,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
IND,India,SEWA-II,IND0000400,120.0,32.6762,75.8215,Hydro,,,,2010,,Central Electricity Authority,http://www.cea.nic.in/,WRI,1049170,2019,,594.0746999999999,594.08465,468.25695,503.85805,495.8284,,Central Electricity Authority,376.43,319.60,376.43,291.16,297.86,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
IND,India,SEWA-III,IND0000401,9.0,32.6029,75.9006,Hydro,,,,2002,,Central Electricity Authority,http://www.cea.nic.in/,WRI,1048264,2019,,,,,,,,,49.18,38.86,42.96,35.58,37.80,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
IND,India,SHANAN,IND0000403,110.0,31.9894,76.8072,Hydro,,,,1954,,Central Electricity Authority,http://www.cea.nic.in/,WRI,1026396,2019,,505.2809,529.90715,470.5156,505.9774,470.02805,,Central Electricity Authority,408.83,348.70,408.83,313.66,326.77,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
IND,India,SHARAVATHY,IND0000404,1035.0,14.2352,74.7673,Hydro,,,,1969,,Central Electricity Authority,http://www.cea.nic.in/,WRI,1020560,2019,,5229.1827,2651.1775,2695.22615,2708.7382500000003,4762.2491,,Central Electricity Authority,3778.43,3242.49,3769.67,2095.34,2705.69,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
IND,India,SHARAVATHY TAIL RACE (Gerusupa),IND0000405,240.0,14.2352,74.7673,Hydro,,,,2001,,Central Electricity Authority,http://www.cea.nic.in/,WRI,1020548,2019,,554.1155,301.67405,275.21700000000004,279.48555,523.0416499999999,,Central Electricity Authority,859.39,735.12,860.11,462.01,534.88,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
IND,India,SHIMSAPURA,IND0000406,17.2,12.3409,77.1906,Hydro,,,,1939,,Central Electricity Authority,http://www.cea.nic.in/,WRI,1020561,2019,,,,,,,,,71.01,49.87,55.82,41.32,45.73,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
IND,India,SHIROL MILL,WRI1019985,36.0,16.7493,74.5854,Biomass,,,,,Datta Ssk ltd,Datta Ssk ltd,http://dattasugar.co.in/,WRI,1051718,,,,,,,,,,,,,,,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION
IND,India,SHOLAYAR,IND0000408,54.0,10.3046,76.7305,Hydro,,,,1964,,Central Electricity Authority,http://www.cea.nic.in/,WRI,1020784,2019,,237.05875,208.95995,166.01575,203.66655,201.37805,,Central Electricity Authority,193.72,161.72,193.72,135.98,149.88,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
IND,India,SHOLAYAR I&II,IND0000409,70.0,10.3575,76.8790,Hydro,,,,1971,,Central Electricity Authority,http://www.cea.nic.in/,WRI,1020784,2019,,260.27209999999997,262.47105,226.96945000000002,156.94134999999997,219.7557,,Central Electricity Authority,428.17,329.91,424.51,278.13,296.39,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
IND,India,SHREE MEGA POWER,WRI1019899,300.0,26.0743,74.3858,Coal,,,,,Shree Cement ltd,Shree Cement ltd,http://www.shreecement.in/,WRI,1093388,,,,,,,,,,,,,,1580.38,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
IND,India,SHRI MALAPRABHA,WRI1019934,22.0,15.6933,74.7162,Biomass,,,,,Shri Malaprabha ssk,Shri Malaprabha ssk,http://www.mapsofindia.com/whitepages/foods-and-beverages/wine-and-beer/shrimassk,WRI,1109852,,,,,,,,,,,,,,,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION
IND,India,SHRI SHANKAR,WRI1019986,20.0,17.8676,74.8405,Biomass,,,,,Shri Ssk ltd,Shri Ssk ltd,http://viainfotech.biz/Biomass/theme5/document/green_market/REC-project-list.pdf,WRI,1109845,,,,,,,,,,,,,,,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION
IND,India,SHRIRAM RAYONS PLANT,WRI1019900,40.0,25.1296,75.8832,Coal,,,,,Dcm Industries ltd,Dcm Industries ltd,http://www.dcmsr.com/,WRI,1028792,,,,,,,,,,,,,,210.71,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
IND,India,SIIL Jaibhim Wind Farm,WRI1026789,33.6,21.1270,74.2673,Wind,,,,,Serum Institute of India Limited,CDM,https://cdm.unfccc.int/Projects/DB/LRQA%20Ltd1340102581.62/view,WRI,,,,,,,,,,,,,,,48.76,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
IND,India,SIKKA REP.,IND0000411,500.0,22.4208,69.8276,Coal,Oil,,,2015,,Central Electricity Authority,http://www.cea.nic.in/,WRI,1017919,2019,,829.691,778.43,1927.747,2419.087,2467.2425,,Central Electricity Authority,,,,,2633.97,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
IND,India,SIMHADRI,IND0000412,2000.0,17.5910,83.0917,Coal,Oil,,,2006,,Central Electricity Authority,http://www.cea.nic.in/,WRI,1043929,2019,,14196.0,13656.0,13389.0,11062.0,11703.0,,Central Electricity Authority,,,,,10535.91,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
IND,India,SIMHAPURI TPP,IND0000413,600.0,14.2133,80.0838,Coal,Oil,,,2013,,Central Electricity Authority,http://www.cea.nic.in/,WRI,1074075,2019,,2881.574,3684.9,1439.363,22.0,89.541,,Central Electricity Authority,,,,,3160.77,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
IND,India,SINGARENI TPP,IND0000414,1200.0,18.8372,79.5748,Coal,Oil,,,2016,,Central Electricity Authority,http://www.cea.nic.in/,WRI,1075888,2019,,,1.09395,3312.0,9004.21,8207.13,,Central Electricity Authority,,,,,6321.54,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
IND,India,SINGRAULI STPS,IND0000415,2000.0,24.1033,82.7068,Coal,Oil,,,1984,,Central Electricity Authority,http://www.cea.nic.in/,WRI,1023649,2019,,13431.0,15054.0,13998.0,13616.0,13610.0,,Central Electricity Authority,,,,,10535.91,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
IND,India,SINGUR,IND0000416,15.0,18.6609,78.0876,Hydro,,,,1999,,Central Electricity Authority,http://www.cea.nic.in/,WRI,1040326,2019,,,,,,,,,65.65,40.25,50.65,44.26,36.23,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
IND,India,SIPAT STPS,IND0000417,2980.0,22.1300,82.2930,Coal,Oil,,,2010,,Central Electricity Authority,http://www.cea.nic.in/,WRI,1049145,2019,,20603.0,21078.0,22522.0,21771.0,22625.0,,Central Electricity Authority,,,,,15698.51,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
IND,India,SITAPURAM POWER LIMITED,IND0000525,43.0,16.8301,80.0407,Coal,Oil,,,2016,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2019,,,,250.971,198.288,287.0,,Central Electricity Authority,,,,,226.52,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
IND,India,SIVASAMUNDRUM,IND0000418,42.0,12.3082,77.1650,Hydro,,,,1927,,Central Electricity Authority,http://www.cea.nic.in/,WRI,1020542,2019,,220.82035000000002,215.3777,144.4143,175.92595,282.76905,,Central Electricity Authority,173.96,165.37,172.14,112.60,147.72,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
IND,India,SOLAPUR STPP,IND0000536,1320.0,31.7537,77.2460,Coal,Oil,,,2018,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2019,,,,,1064.0,1604.0,,Central Electricity Authority,,,,,6953.70,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
IND,India,SONAI MILL,WRI1019987,16.0,19.3804,74.8397,Biomass,,,,,Mula Ssk ltd,Mula Ssk ltd,http://viainfotech.biz/Biomass/theme5/document/green_market/REC-project-list.pdf,WRI,1062926,,,,,,,,,,,,,,,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION
IND,India,SOUTHERN REPL.,IND0000421,135.0,22.5488,88.2926,Coal,Oil,,,1990,,Central Electricity Authority,http://www.cea.nic.in/,WRI,1011995,2019,,905.97,479.43,370.84,274.96,257.4394,,Central Electricity Authority,,,,,711.17,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
IND,India,SRINAGAR,IND0000422,330.0,30.2313,78.7924,Hydro,,,,2015,,Central Electricity Authority,http://www.cea.nic.in/,WRI,1013879,2019,,,896.86315,1274.34625,1375.6273,1368.43345,,Central Electricity Authority,1373.55,1399.84,1478.03,1342.00,1317.61,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
IND,India,SRISAILAM,IND0000423,770.0,16.0869,78.9007,Hydro,,,,1984,,Central Electricity Authority,http://www.cea.nic.in/,WRI,1010165,2019,,1146.96635,205.01975000000002,637.40695,572.07525,548.31465,,Central Electricity Authority,3433.33,3086.76,2760.03,1940.24,2569.40,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
IND,India,SRISAILAM LBPH,IND0000424,900.0,16.0929,78.9118,Hydro,,,,2001,,Central Electricity Authority,http://www.cea.nic.in/,WRI,1010164,2019,,1792.58205,154.0061,614.1339,824.9544999999999,980.2540999999999,,Central Electricity Authority,4012.99,3607.90,3215.95,2267.82,3003.19,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
IND,India,STAKNA,IND0000425,4.0,33.9594,77.7142,Hydro,,,,1986,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2019,,,,,,,,,15.70,12.99,15.88,11.06,14.46,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
IND,India,STERLITE TPP,IND0000426,600.0,21.8144,84.0404,Coal,Oil,,,2010,,Central Electricity Authority,http://www.cea.nic.in/,WRI,1064825,2019,,7599.0,7459.0,1889.0,1172.06,528.24,,Central Electricity Authority,,,,,3160.77,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
IND,India,SUBERNREKHA I&II,IND0000427,130.0,23.4570,85.5550,Hydro,,,,1978,,Central Electricity Authority,http://www.cea.nic.in/,WRI,1011102,2019,,33.56135,50.9838,29.97935,189.4281,100.68405000000001,,Central Electricity Authority,385.19,331.96,392.04,270.84,335.10,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
IND,India,SUGEN CCCP,IND0000428,1147.5,21.3395,72.9889,Gas,,,,2008,,Central Electricity Authority,http://www.cea.nic.in/,WRI,1058555,2019,,2519.0,3516.449,4654.18,6396.12,6104.3,,Central Electricity Authority,,,,,3610.54,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
IND,India,SURAT LIG.,IND0000430,500.0,21.3970,73.1060,Coal,Oil,,,2004,,Central Electricity Authority,http://www.cea.nic.in/,WRI,1017930,2019,,2866.784,2697.969,2769.371,2851.191,3083.37,,Central Electricity Authority,,,,,2633.97,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
IND,India,SURATGARH,IND0000431,1500.0,29.1790,74.0202,Coal,Oil,,,2002,,Central Electricity Authority,http://www.cea.nic.in/,WRI,1026508,2019,,9155.18,5282.0,4030.818,4453.203,6476.696,,Central Electricity Authority,,,,,7901.93,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
IND,India,SURULIYAR,IND0000432,35.0,9.6200,77.2726,Hydro,,,,1978,,Central Electricity Authority,http://www.cea.nic.in/,WRI,1030952,2019,,102.91285,92.0375,42.49645,70.33655,92.08725,,Central Electricity Authority,127.72,106.98,127.72,75.92,96.41,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
IND,India,SURYA,IND0000433,6.0,19.9214,73.0575,Hydro,,,,1998,,Central Electricity Authority,http://www.cea.nic.in/,WRI,1022184,2019,,,,,,,,,18.52,14.32,18.52,12.30,13.93,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
IND,India,SVPL,IND0000434,63.0,22.2915,82.5257,Coal,Oil,,,2011,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2019,,0.0,51.946400000000004,258.452,0.0,10.9472,,Central Electricity Authority,,,,,331.88,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
IND,India,SWASTIK KORBA,IND0000435,25.0,22.3005,82.7047,Coal,Oil,,,2015,,Central Electricity Authority,http://www.cea.nic.in/,WRI,1093389,2019,,0.0,0.0,0.0,,,,Central Electricity Authority,,,,,131.69,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
IND,India,SWPPL Madhavakurichi,WRI1026771,10.5,8.8230,77.6271,Wind,,,,,SWPPL,CDM,https://cdm.unfccc.int/Projects/DB/BVQI1351312018.91/view,WRI,,,,,,,,,,,,,,,15.23,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
IND,India,SWPPL Manurpalayam,WRI1026773,21.0,10.8166,77.3199,Wind,,,,,SWPPL,CDM,https://cdm.unfccc.int/Projects/DB/BVQI1351312018.91/view,WRI,,,,,,,,,,,,,,,30.47,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
IND,India,SWPPL Vadakkupanavadali,WRI1026772,10.5,9.0782,77.5910,Wind,,,,,SWPPL,CDM,https://cdm.unfccc.int/Projects/DB/BVQI1351312018.91/view,WRI,,,,,,,,,,,,,,,15.23,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
IND,India,Sadashivpet Acme,WKS0067114,50.0,17.7000,77.8030,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,115.19,114.53,117.11,116.62,115.35,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
IND,India,Sadashivpet ES,WKS0067109,50.0,17.5840,77.8850,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,108.09,113.19,114.61,115.79,116.37,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
IND,India,Sadashivpet Karvy,WKS0068246,20.0,17.6620,77.8660,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,42.90,45.03,45.89,45.76,45.62,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
IND,India,Sadashivpet Renew,WKS0067008,24.0,17.5420,77.9660,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,50.44,53.14,53.75,54.10,54.77,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
IND,India,Sadeipali - ASPL Solar Power Plant,WRI1026200,5.0,20.7310,83.4538,Solar,,,,,Aftaab Solar Private Limited (ASPL),Aftaab Solar Private Limited (ASPL),http://www.cdmindia.gov.in/project_details_view.php?id=1511,Industry About,,,,,,,,,,,9.72,9.73,9.70,9.65,9.54,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
IND,India,Sadeipali - REHPL Solar Power Plant,WRI1026201,1.0,20.7325,83.4632,Solar,,,,,Raajratna Energy Holdings Private Limited (REHPL),Raajratna Energy Holdings Private Limited (REHPL),http://rehpl.co.in,Industry About,1080019,,,,,,,,,,1.75,1.80,1.75,1.75,1.72,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
IND,India,Sadipali IBC,WKS0068549,20.0,20.7500,83.4800,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,40.97,40.43,41.09,41.22,40.81,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
IND,India,Sadlapur,WKS0070779,50.0,17.7930,77.0130,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,115.03,113.26,113.34,115.28,115.69,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
